id,preis,endreinigung,typ,stadt,stadtteil,lat,lon,bewertungen,bewertung,gaeste,baeder,schlafzimmer,betten,internet,wlan,kueche,heizung,klimaanlage,haartrockner,familienfreundlich,buegeleisen,waschmaschine,trockner,rauchmelder,kohlenmonoxidmelder,feuerloescher,erstehilfekoffer,fernsehen,kabelfernsehen,fruehstueck,kamin,fahrstuhl,pool,fitnessstudio,whirlpool,rollstuhlgeeignet,bettwaesche,mikrowelle,geschirr,ofen,herd,badewanne,kaffeemaschine,geschirrspueler,ebenerdig,kuehlschrank,rauchen,haustiere,hochstuhl,kinderkrippe,spielekonsole
31645,,1,Apartment,NYC,Midtown,40.74641627587793,-73.98678833720682,54,83,5,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31646,,1,Apartment,DC,Logan Circle,38.908149285291096,-77.0329633536872,9,95,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31647,,1,Apartment,NYC,Sunnyside,40.74513318500046,-73.91709717926756,21,0,5,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31648,,1,Apartment,LA,Venice,33.993005284500875,-118.46582273134644,3,80,4,1,2,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31649,,1,Apartment,Chicago,South Loop/Printers Row,41.86411907186359,-87.62415304936748,19,97,6,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31650,,1,Apartment,LA,Glendale,34.130124558981926,-118.23204911482836,24,94,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31651,,1,House,SF,Mission District,37.761796246922266,-122.42689993792706,7,100,5,3,3,2,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31652,,1,Apartment,LA,Hollywood,34.103165023804266,-118.34746854617592,9,93,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31653,,1,Apartment,NYC,Williamsburg,40.71058213942306,-73.96402017242251,6,93,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
31654,,1,House,SF,Ingleside,37.719967719573866,-122.45089251573887,15,94,4,1,2,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31655,,1,Apartment,NYC,Noho,40.72624430316896,-73.99317049592342,8,80,2,1,0,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31656,,1,Apartment,NYC,Midtown East,40.748478857925576,-73.98441117468305,10,100,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31657,,1,Apartment,Boston,North End,42.36515406168565,-71.05752144760966,60,90,5,1,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31658,,1,Apartment,LA,Mid-Wilshire,34.066657105525806,-118.345964727498,1,100,3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31659,,1,Apartment,Boston,Allston-Brighton,42.338494212364466,-71.15534373669092,2,100,4,1,2,2,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31660,,1,Apartment,DC,Logan Circle,38.907032109372565,-77.032340450197,0,0,4,1,2,2,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31661,,1,Apartment,DC,,38.880847369769185,-76.99659025997515,1,100,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31662,,1,Apartment,LA,,34.10606886663829,-118.33232736900335,0,0,4,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31663,,0,Apartment,Chicago,Lakeview,41.943166840754884,-87.65048972393791,129,95,7,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31664,,0,House,SF,Noe Valley,37.743954394769176,-122.43252511289205,2,94,5,1,2,2,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31665,,1,House,DC,Capitol Hill,38.88586314970539,-76.98881364637181,58,100,6,3.5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31666,,1,Apartment,NYC,Prospect Heights,40.67552555175479,-73.96860381944354,4,88,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31667,,0,Apartment,Boston,Beacon Hill,42.36102471491488,-71.0670079726385,4,80,4,1,2,2,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31668,,1,Apartment,NYC,Greenwich Village,40.73649857972429,-73.99751074129807,50,90,4,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
31669,,1,House,LA,,34.10926381164286,-118.3672712349528,0,0,8,3.5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31670,,1,Apartment,NYC,Forest Hills,40.72217189664265,-73.85642534419358,3,80,3,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
31671,,1,Apartment,NYC,Williamsburg,40.71219979755386,-73.94426101190612,19,95,2,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31672,,0,Apartment,NYC,Fort Greene,40.6904015445642,-73.97284917330066,2,100,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31673,,1,House,LA,Topanga,34.11321767780389,-118.62127894289787,64,99,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31674,,0,Apartment,NYC,Bedford-Stuyvesant,40.68948702117556,-73.9278409413043,34,87,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31675,,1,Apartment,LA,Hollywood,34.092244814045536,-118.3250139664177,173,96,3,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31676,,1,Apartment,NYC,Soho,40.72468192165313,-74.00376159299344,5,90,4,1,2,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31677,,1,Apartment,LA,Bellflower,33.87618878635154,-118.1139679197833,0,0,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31678,,0,Apartment,DC,Kingman Park,38.89753316591693,-76.98484336729179,1,100,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31679,,1,House,LA,Hollywood Hills,34.11791596693349,-118.32098839835031,1,100,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31680,,1,Apartment,DC,Dupont Circle,38.913245367385066,-77.04245368374484,116,98,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31681,,1,Apartment,LA,San Pedro,33.70909242366621,-118.29122058310699,0,0,4,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31682,,1,Apartment,NYC,Park Slope,40.67977604229996,-73.97457551906079,104,98,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31683,,1,Apartment,Chicago,Avondale,41.94038489920579,-87.72499127423252,21,94,8,1,3,6,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31684,,1,Apartment,LA,Studio City,34.151155037630076,-118.41817154017616,6,96,5,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31685,,1,House,SF,Western Addition/NOPA,37.78255464281553,-122.43810347937115,19,89,10,2.5,5,6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31686,,1,Apartment,NYC,Hell's Kitchen,40.7600118154146,-73.99132988127421,5,100,3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31687,,1,Apartment,NYC,Midtown East,40.75613747014,-73.96706176277758,0,0,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31688,,0,Apartment,LA,,33.99269039094156,-118.32333120026928,0,0,2,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31689,,1,Apartment,NYC,Upper East Side,40.773688188481344,-73.95064503112165,14,94,2,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31690,,1,Apartment,NYC,Lefferts Garden,40.663195618518,-73.95534527542024,151,97,6,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31691,,0,Apartment,SF,Nob Hill,37.7906029656384,-122.4136457726664,3,100,5,2,1,3,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31692,,1,House,LA,East Los Angeles,34.04844321442672,-118.18672759955649,5,96,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31693,,1,Apartment,LA,Beverly Hills,34.06068961573303,-118.3746704694908,0,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31694,,0,Apartment,DC,Georgetown,38.903702829482974,-77.05802166132658,25,89,3,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31695,,0,Apartment,NYC,West Village,40.73818118805536,-74.00433199510769,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31696,,1,House,DC,,38.95487166735229,-77.03523919119473,36,98,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31697,,1,House,LA,Encino,34.15971646611587,-118.48225944893575,23,98,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31698,,1,Apartment,Boston,Roxbury,42.33801637172002,-71.08109022186898,8,96,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31699,,0,Apartment,NYC,Carroll Gardens,40.684731798100685,-73.99971971202862,3,80,5,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31700,,1,House,NYC,Flatbush,40.65107498738659,-73.95719461667798,0,0,8,2.5,4,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31701,,1,Apartment,NYC,Upper East Side,40.775891871899745,-73.9530096545124,46,89,5,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31702,,1,Apartment,NYC,Upper West Side,40.78433769685129,-73.97866832658843,68,99,3,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
31703,,0,Apartment,DC,Pleasant Plains,38.92377763988747,-77.02541280279281,4,100,4,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31704,,1,Apartment,NYC,West Village,40.73403013728232,-74.0079923809012,13,92,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31705,,1,Apartment,LA,,34.164810016102464,-118.37660783617092,9,98,2,1,1,2,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31706,,1,House,LA,Silver Lake,34.07745521873048,-118.27771477359305,21,96,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31707,,1,House,SF,Bayview,37.735663671635436,-122.3985189361684,0,0,4,1,3,3,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31708,,0,Apartment,NYC,Bedford-Stuyvesant,40.688167480552366,-73.9297095500957,2,80,2,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31709,,1,Apartment,NYC,Williamsburg,40.7097793390759,-73.9514294379071,4,100,5,1,2,2,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31710,,1,Apartment,NYC,East Harlem,40.784417328886015,-73.94722285240903,34,83,3,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31711,,1,Apartment,NYC,Midtown East,40.75621258163921,-73.96527597999028,43,90,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31712,,1,Apartment,Chicago,Loop,41.88192518575139,-87.62616220962731,11,98,10,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31713,,1,Apartment,NYC,Crown Heights,40.67601930744402,-73.9473642150477,4,100,2,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
31714,,1,Apartment,NYC,Bedford-Stuyvesant,40.68849646395783,-73.94084693573916,6,83,5,1,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
31715,,1,House,NYC,Crown Heights,40.66540809851696,-73.93236464660174,15,90,11,2,5,7,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31716,,1,Apartment,LA,Venice,33.98920412070517,-118.45713009255716,0,0,4,2.5,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31717,,1,Apartment,NYC,Upper East Side,40.77628450917097,-73.95266307476643,2,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31718,,0,Apartment,LA,Venice,33.98515511601695,-118.44870106175313,105,95,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31719,,1,Apartment,LA,Venice,33.98649214256673,-118.47118545095924,39,91,4,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31720,,1,Apartment,NYC,Upper West Side,40.80077076614232,-73.96810124772182,4,95,5,2,3,4,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31721,,1,Apartment,LA,,34.067185144901174,-118.28547285617722,45,92,5,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31722,,1,Apartment,NYC,Alphabet City,40.72193098596031,-73.97769487893677,2,100,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31723,,0,Apartment,NYC,Upper East Side,40.78692996525102,-73.95476305648872,0,0,3,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31724,,0,Apartment,NYC,Bushwick,40.6988472943761,-73.93370836696434,1,80,5,1.5,2,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31725,,1,Apartment,NYC,Williamsburg,40.707430407214716,-73.96625001642552,6,97,5,1,0,3,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31726,,1,Apartment,Boston,Mission Hill,42.33095444227238,-71.11142779378126,0,0,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
31727,,0,Apartment,Boston,Allston-Brighton,42.34379756233822,-71.15630479773084,8,93,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31728,,1,Apartment,DC,,38.84923634473018,-77.00499278659488,24,98,4,1,2,2,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31729,,1,Apartment,NYC,East Flatbush,40.66220489832547,-73.93522677393305,1,100,3,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31730,,1,House,LA,Bel Air/Beverly Crest,34.122360351622326,-118.42890210744534,1,80,5,3,3,3,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31731,,1,Apartment,NYC,The Rockaways,40.59738606839123,-73.80023681080888,5,100,6,1,3,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31732,,0,Apartment,NYC,Lower East Side,40.72062719125303,-73.98943556427294,0,0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31733,,1,Apartment,NYC,Midtown East,40.75894396768973,-73.96466367389617,1,100,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31734,,1,Apartment,NYC,Midtown,40.74863616251049,-73.98497143032537,0,0,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31735,,1,Apartment,NYC,Williamsburg,40.71558073644019,-73.94500105788441,1,100,3,1,1,2,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31736,,1,Apartment,LA,Bel Air/Beverly Crest,34.09243227465661,-118.38601642832563,17,99,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31737,,1,Apartment,LA,,34.059080022636266,-118.29988159793035,5,84,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31738,,1,Apartment,DC,Mount Pleasant,38.93773194344368,-77.03774808562422,0,0,4,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31739,,1,Apartment,NYC,Astoria,40.76256835009053,-73.92853340922456,0,0,6,1,3,3,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31740,,1,House,LA,Altadena,34.199402014309555,-118.12990000244207,0,0,8,1.5,3,4,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31741,,1,House,LA,Mar Vista,34.0246080982301,-118.42170834253432,23,90,6,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31742,,1,Apartment,LA,Hollywood,34.10428533371803,-118.30173134648464,24,95,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31743,,0,Apartment,NYC,Times Square/Theatre District,40.761199039906074,-73.98631198122591,4,100,4,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
31744,,1,Apartment,NYC,Midtown,40.750415889498974,-73.98666430237714,1,100,4,1,1,2,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31745,,0,Apartment,LA,Hollywood,34.102397042623785,-118.33391316720316,64,97,4,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31746,,0,Apartment,NYC,Bay Ridge,40.62495736540366,-74.02925370803926,2,70,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31747,,1,Apartment,SF,Cole Valley,37.767850760479504,-122.44902333026829,95,99,4,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31748,,1,Apartment,SF,Marina,37.80374420486383,-122.4259757900763,41,97,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31749,,1,Apartment,NYC,Williamsburg,40.71081267255883,-73.94237890627002,25,92,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31750,,1,Apartment,SF,Twin Peaks,37.75466835632721,-122.44266009386688,70,99,2,1.5,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
31751,,1,Apartment,NYC,Upper West Side,40.77190454757692,-73.9904561190827,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31752,,1,House,LA,Silver Lake,34.09200397758881,-118.27802745393856,3,100,4,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
